winner,looser,total turns,width,height,ships,,
random placement/parity shooting/clockwise targeting,cluster placement/parity shooting/clockwise targeting,46,13,8,2;2;3;4;8
random placement/parity shooting/clockwise targeting,cluster placement/parity shooting/clockwise targeting,45,13,8,2;2;3;4;8
random placement/parity shooting/clockwise targeting,cluster placement/parity shooting/clockwise targeting,56,13,8,2;2;3;4;8
random placement/parity shooting/clockwise targeting,cluster placement/parity shooting/clockwise targeting,50,13,8,2;2;3;4;8
cluster placement/parity shooting/clockwise targeting,random placement/parity shooting/clockwise targeting,49,13,8,2;2;3;4;8
random placement/parity shooting/clockwise targeting,cluster placement/parity shooting/clockwise targeting,28,13,8,2;2;3;4;8
random placement/parity shooting/clockwise targeting,cluster placement/parity shooting/clockwise targeting,41,13,8,2;2;3;4;8
random placement/parity shooting/clockwise targeting,cluster placement/parity shooting/clockwise targeting,47,13,8,2;2;3;4;8
random placement/parity shooting/clockwise targeting,cluster placement/parity shooting/clockwise targeting,51,13,8,2;2;3;4;8
random placement/parity shooting/clockwise targeting,cluster placement/parity shooting/clockwise targeting,64,13,8,2;2;3;4;8
cluster placement/parity shooting/clockwise targeting,random placement/parity shooting/clockwise targeting,40,13,8,2;2;3;4;8
random placement/parity shooting/clockwise targeting,cluster placement/parity shooting/clockwise targeting,24,13,8,2;2;3;4;8
cluster placement/parity shooting/clockwise targeting,random placement/parity shooting/clockwise targeting,45,13,8,2;2;3;4;8
cluster placement/parity shooting/clockwise targeting,random placement/parity shooting/clockwise targeting,36,13,8,2;2;3;4;8
random placement/parity shooting/clockwise targeting,cluster placement/parity shooting/clockwise targeting,49,13,8,2;2;3;4;8
random placement/parity shooting/clockwise targeting,cluster placement/parity shooting/clockwise targeting,47,13,8,2;2;3;4;8
random placement/parity shooting/clockwise targeting,cluster placement/parity shooting/clockwise targeting,39,13,8,2;2;3;4;8
random placement/parity shooting/clockwise targeting,cluster placement/parity shooting/clockwise targeting,49,13,8,2;2;3;4;8
cluster placement/parity shooting/clockwise targeting,random placement/parity shooting/clockwise targeting,57,13,8,2;2;3;4;8
cluster placement/parity shooting/clockwise targeting,random placement/parity shooting/clockwise targeting,53,13,8,2;2;3;4;8
random placement/parity shooting/clockwise targeting,cluster placement/parity shooting/clockwise targeting,54,13,8,2;2;3;4;8
random placement/parity shooting/clockwise targeting,cluster placement/parity shooting/clockwise targeting,51,13,8,2;2;3;4;8
cluster placement/parity shooting/clockwise targeting,random placement/parity shooting/clockwise targeting,55,13,8,2;2;3;4;8
cluster placement/parity shooting/clockwise targeting,random placement/parity shooting/clockwise targeting,39,13,8,2;2;3;4;8
random placement/parity shooting/clockwise targeting,cluster placement/parity shooting/clockwise targeting,65,13,8,2;2;3;4;8
random placement/parity shooting/clockwise targeting,cluster placement/parity shooting/clockwise targeting,52,13,8,2;2;3;4;8
random placement/parity shooting/clockwise targeting,cluster placement/parity shooting/clockwise targeting,32,13,8,2;2;3;4;8
random placement/parity shooting/clockwise targeting,cluster placement/parity shooting/clockwise targeting,40,13,8,2;2;3;4;8
random placement/parity shooting/clockwise targeting,cluster placement/parity shooting/clockwise targeting,34,13,8,2;2;3;4;8
cluster placement/parity shooting/clockwise targeting,random placement/parity shooting/clockwise targeting,46,13,8,2;2;3;4;8
random placement/parity shooting/clockwise targeting,cluster placement/parity shooting/clockwise targeting,51,13,8,2;2;3;4;8
random placement/parity shooting/clockwise targeting,cluster placement/parity shooting/clockwise targeting,35,13,8,2;2;3;4;8
cluster placement/parity shooting/clockwise targeting,random placement/parity shooting/clockwise targeting,41,13,8,2;2;3;4;8
cluster placement/parity shooting/clockwise targeting,random placement/parity shooting/clockwise targeting,50,13,8,2;2;3;4;8
random placement/parity shooting/clockwise targeting,cluster placement/parity shooting/clockwise targeting,25,13,8,2;2;3;4;8
random placement/parity shooting/clockwise targeting,cluster placement/parity shooting/clockwise targeting,46,13,8,2;2;3;4;8
random placement/parity shooting/clockwise targeting,cluster placement/parity shooting/clockwise targeting,42,13,8,2;2;3;4;8
random placement/parity shooting/clockwise targeting,cluster placement/parity shooting/clockwise targeting,41,13,8,2;2;3;4;8
random placement/parity shooting/clockwise targeting,cluster placement/parity shooting/clockwise targeting,29,13,8,2;2;3;4;8
cluster placement/parity shooting/clockwise targeting,random placement/parity shooting/clockwise targeting,47,13,8,2;2;3;4;8
random placement/parity shooting/clockwise targeting,cluster placement/parity shooting/clockwise targeting,32,13,8,2;2;3;4;8
random placement/parity shooting/clockwise targeting,cluster placement/parity shooting/clockwise targeting,48,13,8,2;2;3;4;8
random placement/parity shooting/clockwise targeting,cluster placement/parity shooting/clockwise targeting,27,13,8,2;2;3;4;8
cluster placement/parity shooting/clockwise targeting,random placement/parity shooting/clockwise targeting,35,13,8,2;2;3;4;8
random placement/parity shooting/clockwise targeting,cluster placement/parity shooting/clockwise targeting,52,13,8,2;2;3;4;8
random placement/parity shooting/clockwise targeting,cluster placement/parity shooting/clockwise targeting,27,13,8,2;2;3;4;8
random placement/parity shooting/clockwise targeting,cluster placement/parity shooting/clockwise targeting,42,13,8,2;2;3;4;8
cluster placement/parity shooting/clockwise targeting,random placement/parity shooting/clockwise targeting,44,13,8,2;2;3;4;8
cluster placement/parity shooting/clockwise targeting,random placement/parity shooting/clockwise targeting,44,13,8,2;2;3;4;8
random placement/parity shooting/clockwise targeting,cluster placement/parity shooting/clockwise targeting,44,13,8,2;2;3;4;8
cluster placement/parity shooting/clockwise targeting,random placement/parity shooting/clockwise targeting,48,13,8,2;2;3;4;8
random placement/parity shooting/clockwise targeting,cluster placement/parity shooting/clockwise targeting,39,13,8,2;2;3;4;8
random placement/parity shooting/clockwise targeting,cluster placement/parity shooting/clockwise targeting,45,13,8,2;2;3;4;8
cluster placement/parity shooting/clockwise targeting,random placement/parity shooting/clockwise targeting,54,13,8,2;2;3;4;8
random placement/parity shooting/clockwise targeting,cluster placement/parity shooting/clockwise targeting,48,13,8,2;2;3;4;8
cluster placement/parity shooting/clockwise targeting,random placement/parity shooting/clockwise targeting,38,13,8,2;2;3;4;8
cluster placement/parity shooting/clockwise targeting,random placement/parity shooting/clockwise targeting,61,13,8,2;2;3;4;8
random placement/parity shooting/clockwise targeting,cluster placement/parity shooting/clockwise targeting,35,13,8,2;2;3;4;8
cluster placement/parity shooting/clockwise targeting,random placement/parity shooting/clockwise targeting,52,13,8,2;2;3;4;8
random placement/parity shooting/clockwise targeting,cluster placement/parity shooting/clockwise targeting,50,13,8,2;2;3;4;8
cluster placement/parity shooting/clockwise targeting,random placement/parity shooting/clockwise targeting,46,13,8,2;2;3;4;8
random placement/parity shooting/clockwise targeting,cluster placement/parity shooting/clockwise targeting,49,13,8,2;2;3;4;8
random placement/parity shooting/clockwise targeting,cluster placement/parity shooting/clockwise targeting,30,13,8,2;2;3;4;8
random placement/parity shooting/clockwise targeting,cluster placement/parity shooting/clockwise targeting,36,13,8,2;2;3;4;8
cluster placement/parity shooting/clockwise targeting,random placement/parity shooting/clockwise targeting,57,13,8,2;2;3;4;8
cluster placement/parity shooting/clockwise targeting,random placement/parity shooting/clockwise targeting,61,13,8,2;2;3;4;8
random placement/parity shooting/clockwise targeting,cluster placement/parity shooting/clockwise targeting,48,13,8,2;2;3;4;8
random placement/parity shooting/clockwise targeting,cluster placement/parity shooting/clockwise targeting,31,13,8,2;2;3;4;8
random placement/parity shooting/clockwise targeting,cluster placement/parity shooting/clockwise targeting,46,13,8,2;2;3;4;8
random placement/parity shooting/clockwise targeting,cluster placement/parity shooting/clockwise targeting,47,13,8,2;2;3;4;8
random placement/parity shooting/clockwise targeting,cluster placement/parity shooting/clockwise targeting,49,13,8,2;2;3;4;8
random placement/parity shooting/clockwise targeting,cluster placement/parity shooting/clockwise targeting,54,13,8,2;2;3;4;8
random placement/parity shooting/clockwise targeting,cluster placement/parity shooting/clockwise targeting,39,13,8,2;2;3;4;8
random placement/parity shooting/clockwise targeting,cluster placement/parity shooting/clockwise targeting,43,13,8,2;2;3;4;8
random placement/parity shooting/clockwise targeting,cluster placement/parity shooting/clockwise targeting,40,13,8,2;2;3;4;8
tie,tie,56,13,8,2;2;3;4;8
random placement/parity shooting/clockwise targeting,cluster placement/parity shooting/clockwise targeting,55,13,8,2;2;3;4;8
random placement/parity shooting/clockwise targeting,cluster placement/parity shooting/clockwise targeting,57,13,8,2;2;3;4;8
random placement/parity shooting/clockwise targeting,cluster placement/parity shooting/clockwise targeting,53,13,8,2;2;3;4;8
cluster placement/parity shooting/clockwise targeting,random placement/parity shooting/clockwise targeting,39,13,8,2;2;3;4;8
random placement/parity shooting/clockwise targeting,cluster placement/parity shooting/clockwise targeting,60,13,8,2;2;3;4;8
random placement/parity shooting/clockwise targeting,cluster placement/parity shooting/clockwise targeting,49,13,8,2;2;3;4;8
cluster placement/parity shooting/clockwise targeting,random placement/parity shooting/clockwise targeting,48,13,8,2;2;3;4;8
cluster placement/parity shooting/clockwise targeting,random placement/parity shooting/clockwise targeting,47,13,8,2;2;3;4;8
cluster placement/parity shooting/clockwise targeting,random placement/parity shooting/clockwise targeting,44,13,8,2;2;3;4;8
random placement/parity shooting/clockwise targeting,cluster placement/parity shooting/clockwise targeting,35,13,8,2;2;3;4;8
cluster placement/parity shooting/clockwise targeting,random placement/parity shooting/clockwise targeting,57,13,8,2;2;3;4;8
cluster placement/parity shooting/clockwise targeting,random placement/parity shooting/clockwise targeting,49,13,8,2;2;3;4;8
cluster placement/parity shooting/clockwise targeting,random placement/parity shooting/clockwise targeting,50,13,8,2;2;3;4;8
random placement/parity shooting/clockwise targeting,cluster placement/parity shooting/clockwise targeting,44,13,8,2;2;3;4;8
cluster placement/parity shooting/clockwise targeting,random placement/parity shooting/clockwise targeting,41,13,8,2;2;3;4;8
cluster placement/parity shooting/clockwise targeting,random placement/parity shooting/clockwise targeting,43,13,8,2;2;3;4;8
random placement/parity shooting/clockwise targeting,cluster placement/parity shooting/clockwise targeting,40,13,8,2;2;3;4;8
random placement/parity shooting/clockwise targeting,cluster placement/parity shooting/clockwise targeting,49,13,8,2;2;3;4;8
random placement/parity shooting/clockwise targeting,cluster placement/parity shooting/clockwise targeting,62,13,8,2;2;3;4;8
tie,tie,61,13,8,2;2;3;4;8
cluster placement/parity shooting/clockwise targeting,random placement/parity shooting/clockwise targeting,38,13,8,2;2;3;4;8
cluster placement/parity shooting/clockwise targeting,random placement/parity shooting/clockwise targeting,64,13,8,2;2;3;4;8
random placement/parity shooting/clockwise targeting,cluster placement/parity shooting/clockwise targeting,35,13,8,2;2;3;4;8
random placement/parity shooting/clockwise targeting,cluster placement/parity shooting/clockwise targeting,35,13,8,2;2;3;4;8
random placement/parity shooting/clockwise targeting,cluster placement/parity shooting/clockwise targeting,55,13,8,2;2;3;4;8
cluster placement/parity shooting/clockwise targeting,random placement/parity shooting/clockwise targeting,40,13,8,2;2;3;4;8
random placement/parity shooting/clockwise targeting,cluster placement/parity shooting/clockwise targeting,54,13,8,2;2;3;4;8
cluster placement/parity shooting/clockwise targeting,random placement/parity shooting/clockwise targeting,43,13,8,2;2;3;4;8
random placement/parity shooting/clockwise targeting,cluster placement/parity shooting/clockwise targeting,26,13,8,2;2;3;4;8
